Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
43,Frequently,Sales,14,2,Other,4,Male,3,Manager,3,Divorced,14879,0,No,24,1,3,1,33,1,1,16,4,0,17,No
22,Rarely,Research & Development,17,4,Technical Degree,2,Male,3,Human Resources,4,Married,12065,1,No,18,3,2,2,21,1,3,33,16,6,15,No
49,Non-Travel,Sales,8,1,Medical,3,Female,4,Sales Executive,1,Divorced,17989,3,Yes,22,2,4,1,38,4,4,34,5,4,19,No
42,Non-Travel,Research & Development,1,3,Marketing,2,Male,3,Human Resources,4,Married,17238,6,Yes,20,1,1,0,9,4,1,10,19,14,17,No
26,Frequently,Sales,1,4,Medical,1,Male,4,Human Resources,2,Single,15677,8,Yes,17,3,1,0,13,2,4,19,4,12,15,No
56,Non-Travel,Sales,21,2,Marketing,2,Male,1,Sales Executive,2,Divorced,10815,8,Yes,17,1,2,1,18,3,4,3,3,8,0,No
21,Non-Travel,Human Resources,25,1,Medical,3,Male,4,Laboratory Technician,2,Single,15651,4,No,19,2,1,1,18,1,3,30,2,10,15,Yes
26,Non-Travel,Sales,6,3,Other,3,Female,4,Human Resources,2,Single,2154,3,No,20,3,1,0,16,0,2,5,14,5,2,No
23,Non-Travel,Human Resources,27,4,Life Sciences,3,Female,2,Human Resources,4,Single,11978,9,Yes,11,1,1,2,0,2,4,25,14,10,6,No
21,Non-Travel,Research & Development,18,3,Marketing,3,Male,3,Sales Executive,2,Single,4975,2,Yes,24,1,2,1,18,2,1,14,7,6,4,No
38,Non-Travel,Human Resources,10,3,Marketing,1,Male,2,Manager,2,Divorced,17854,1,Yes,21,2,2,1,35,4,3,18,18,0,4,No
57,Non-Travel,Sales,1,4,Marketing,1,Male,5,Laboratory Technician,4,Single,19226,4,No,23,2,3,2,27,0,1,1,1,5,7,No
33,Rarely,Research & Development,15,1,Technical Degree,1,Female,3,Human Resources,3,Single,14755,4,Yes,14,3,3,2,1,2,1,22,6,9,13,No
18,Non-Travel,Sales,16,1,Life Sciences,3,Male,1,Human Resources,4,Single,4462,9,Yes,24,4,1,1,6,2,3,23,3,8,14,No
40,Frequently,Research & Development,10,3,Other,2,Female,2,Manager,4,Married,17514,6,Yes,23,1,1,0,23,5,1,25,19,14,4,No
18,Non-Travel,Human Resources,19,4,Marketing,3,Male,1,Laboratory Technician,1,Divorced,18620,6,Yes,13,1,1,1,27,3,1,20,6,11,17,No
50,Frequently,Sales,15,3,Other,3,Male,4,Laboratory Technician,1,Single,5132,3,Yes,13,4,4,1,10,0,2,34,13,5,17,No
48,Non-Travel,Human Resources,27,3,Other,3,Male,3,Human Resources,2,Single,10815,3,Yes,11,2,3,0,3,3,2,28,2,5,0,No
47,Non-Travel,Human Resources,6,1,Other,1,Female,4,Manager,2,Single,4977,5,No,17,2,3,1,31,1,2,28,15,10,3,No
21,Rarely,Research & Development,3,4,Life Sciences,4,Male,2,Sales Executive,3,Single,14191,4,No,13,4,2,0,32,2,3,7,2,1,6,No
21,Non-Travel,Sales,22,3,Medical,3,Male,2,Human Resources,4,Married,15853,4,Yes,16,2,3,0,9,5,2,22,5,4,1,No
27,Rarely,Sales,27,3,Life Sciences,3,Male,3,Human Resources,2,Divorced,16589,7,No,17,2,3,1,20,4,3,14,1,7,5,No
56,Rarely,Human Resources,5,2,Technical Degree,1,Female,3,Research Scientist,2,Married,9177,8,No,21,1,4,1,26,4,1,11,17,12,10,No
51,Rarely,Sales,11,2,Technical Degree,2,Male,2,Laboratory Technician,2,Single,11120,1,Yes,21,1,3,1,2,2,2,29,1,0,6,No
18,Non-Travel,Research & Development,22,4,Medical,2,Male,4,Sales Executive,4,Divorced,6166,3,Yes,12,4,1,1,32,0,1,21,12,7,19,Yes
56,Non-Travel,Research & Development,5,4,Medical,3,Female,1,Human Resources,1,Married,17833,6,Yes,12,2,3,1,7,5,3,8,2,12,12,No
33,Non-Travel,Research & Development,6,3,Medical,4,Male,2,Sales Executive,3,Married,4649,6,Yes,15,3,1,2,3,3,4,4,18,0,14,No
36,Non-Travel,Research & Development,24,4,Technical Degree,3,Male,4,Sales Executive,2,Married,6918,5,No,10,1,4,2,39,0,1,29,5,10,1,No
41,Rarely,Research & Development,1,3,Technical Degree,4,Female,4,Manager,4,Single,19061,5,No,20,4,2,1,26,1,1,31,13,9,18,No
51,Rarely,Research & Development,29,4,Life Sciences,2,Female,3,Manager,3,Married,3648,5,Yes,21,3,2,2,9,3,4,34,6,8,13,No
36,Frequently,Research & Development,20,1,Medical,3,Male,2,Manager,1,Divorced,16679,6,Yes,12,3,1,2,35,0,3,12,16,2,6,No
23,Frequently,Research & Development,14,4,Medical,4,Male,3,Manager,4,Divorced,10496,6,No,16,4,2,2,18,1,4,28,14,4,15,No
26,Frequently,Research & Development,23,2,Medical,2,Female,1,Human Resources,1,Married,12041,9,No,17,2,4,2,33,3,4,10,13,8,10,No
51,Rarely,Sales,4,2,Medical,3,Female,3,Research Scientist,4,Married,18338,0,Yes,18,1,2,0,2,5,2,4,1,6,10,No
53,Frequently,Sales,15,4,Life Sciences,3,Male,4,Sales Executive,1,Divorced,7218,7,No,13,2,3,1,9,4,1,31,2,3,11,No
26,Frequently,Sales,9,2,Other,4,Female,1,Human Resources,2,Single,1149,9,Yes,20,1,1,0,16,4,4,0,15,3,19,No
30,Non-Travel,Research & Development,20,3,Medical,1,Female,1,Manager,3,Married,6250,1,No,12,1,4,1,21,4,3,27,18,12,19,Yes
20,Rarely,Human Resources,29,4,Medical,4,Male,5,Human Resources,4,Married,6858,8,No,14,2,1,2,1,3,3,4,9,5,3,No
28,Non-Travel,Sales,13,1,Life Sciences,1,Male,4,Human Resources,3,Divorced,17514,7,No,21,4,3,2,21,3,2,28,10,4,11,Yes
23,Rarely,Sales,7,1,Technical Degree,4,Female,2,Human Resources,3,Divorced,17761,5,No,11,1,1,0,5,1,2,10,15,7,18,No
26,Frequently,Human Resources,23,2,Technical Degree,2,Male,1,Research Scientist,2,Single,4999,6,No,19,3,1,0,20,0,1,27,0,6,0,No
23,Frequently,Sales,12,4,Life Sciences,2,Female,5,Sales Executive,4,Single,9352,3,No,19,1,4,2,26,5,2,3,8,10,7,No
55,Non-Travel,Human Resources,29,3,Medical,2,Female,4,Laboratory Technician,1,Single,6966,5,Yes,21,3,2,0,21,2,2,33,17,12,11,Yes
35,Frequently,Sales,11,2,Life Sciences,3,Female,1,Laboratory Technician,4,Divorced,14582,4,Yes,22,3,1,1,20,0,4,3,2,3,11,No
22,Non-Travel,Research & Development,28,2,Marketing,3,Male,4,Laboratory Technician,3,Divorced,3358,7,Yes,14,1,2,1,25,3,1,9,2,13,18,No
40,Rarely,Human Resources,28,1,Other,1,Male,2,Laboratory Technician,2,Divorced,3086,1,No,17,4,1,1,30,2,3,23,10,4,11,No
32,Frequently,Human Resources,2,2,Technical Degree,3,Female,4,Research Scientist,2,Married,10133,3,Yes,22,2,1,1,7,3,4,33,3,2,9,No
51,Rarely,Human Resources,19,1,Medical,4,Male,1,Human Resources,4,Single,12480,2,Yes,14,3,3,2,20,1,2,22,18,10,13,No
35,Rarely,Sales,3,4,Marketing,4,Female,3,Human Resources,4,Married,5244,4,Yes,17,2,3,0,3,3,2,13,11,1,13,No
40,Non-Travel,Sales,14,2,Medical,3,Male,3,Research Scientist,1,Divorced,8120,3,Yes,24,1,2,1,22,4,3,0,18,7,4,No
22,Rarely,Sales,13,2,Technical Degree,1,Male,5,Manager,4,Divorced,10973,4,Yes,18,2,2,2,15,5,4,6,16,9,5,No
34,Rarely,Sales,11,2,Technical Degree,4,Female,1,Manager,2,Single,1426,3,Yes,11,3,3,2,39,0,1,16,19,12,10,Yes
27,Frequently,Research & Development,18,1,Medical,1,Female,3,Sales Executive,1,Single,16494,7,Yes,16,1,1,1,26,1,4,8,11,1,13,No
46,Non-Travel,Human Resources,7,1,Technical Degree,3,Female,4,Manager,4,Divorced,5046,9,Yes,12,3,2,2,3,1,4,6,9,3,17,No
25,Frequently,Human Resources,18,2,Other,3,Male,5,Laboratory Technician,1,Divorced,5860,7,No,18,2,3,2,31,5,1,10,12,9,17,No
46,Frequently,Sales,10,2,Life Sciences,1,Male,5,Human Resources,4,Divorced,19423,8,Yes,23,4,3,1,6,3,4,26,18,4,7,No
22,Non-Travel,Research & Development,8,1,Other,2,Female,4,Sales Executive,4,Single,15281,9,Yes,14,2,1,2,23,4,2,20,7,6,3,No
59,Rarely,Research & Development,13,1,Medical,4,Male,5,Sales Executive,2,Divorced,4061,6,No,10,1,2,1,27,2,3,34,17,3,17,No
47,Non-Travel,Research & Development,21,2,Medical,1,Female,3,Research Scientist,2,Divorced,14149,8,Yes,24,1,3,0,10,4,4,26,8,0,16,No
25,Frequently,Sales,25,3,Marketing,1,Female,5,Manager,2,Divorced,5234,2,Yes,18,4,4,0,20,4,2,4,19,13,19,Yes
52,Rarely,Human Resources,8,1,Marketing,2,Female,3,Manager,4,Divorced,19595,6,No,22,4,4,2,19,4,4,26,4,9,18,No
49,Frequently,Research & Development,7,2,Other,3,Female,4,Research Scientist,2,Single,4708,3,No,13,1,1,1,6,1,3,14,10,11,19,Yes
30,Frequently,Research & Development,4,3,Marketing,2,Male,4,Research Scientist,2,Married,4283,1,No,18,4,2,1,0,4,2,31,4,1,4,No
25,Rarely,Human Resources,29,3,Other,3,Female,4,Sales Executive,2,Married,9495,3,Yes,10,1,1,2,24,4,1,22,10,0,16,No
47,Frequently,Sales,23,1,Other,2,Female,2,Human Resources,2,Divorced,9962,3,Yes,15,4,2,0,19,4,2,12,4,9,8,No
48,Frequently,Human Resources,13,2,Technical Degree,3,Male,1,Manager,3,Married,11278,6,Yes,20,4,2,2,1,2,3,16,13,13,12,Yes
28,Rarely,Sales,11,4,Other,1,Female,4,Human Resources,1,Single,16735,2,Yes,20,2,3,2,17,2,2,12,3,1,9,No
24,Frequently,Research & Development,4,2,Life Sciences,3,Male,2,Human Resources,4,Divorced,12002,5,Yes,12,2,2,2,30,3,3,19,15,1,19,No
49,Frequently,Sales,6,4,Medical,4,Male,4,Manager,1,Divorced,3890,9,No,17,1,3,1,0,5,2,5,10,13,9,No
43,Non-Travel,Research & Development,15,2,Life Sciences,3,Female,2,Research Scientist,3,Divorced,7473,2,Yes,22,1,2,1,13,1,1,28,2,9,14,No
52,Rarely,Research & Development,13,3,Technical Degree,1,Male,5,Human Resources,2,Married,19640,1,Yes,24,4,1,2,21,1,3,2,13,14,6,No
32,Rarely,Human Resources,27,3,Technical Degree,4,Female,4,Human Resources,4,Divorced,2343,6,Yes,16,3,1,0,2,0,3,21,19,8,16,No
52,Frequently,Human Resources,13,4,Life Sciences,3,Female,1,Manager,1,Single,4651,5,Yes,16,3,3,2,4,0,1,9,3,4,10,No
54,Non-Travel,Research & Development,8,4,Marketing,3,Female,5,Human Resources,4,Divorced,6969,8,No,17,3,4,0,8,5,4,16,11,14,11,No
35,Frequently,Research & Development,4,1,Medical,3,Male,4,Manager,2,Married,3056,3,No,22,4,2,0,28,0,2,22,4,8,7,No
42,Rarely,Research & Development,13,4,Technical Degree,4,Female,3,Manager,3,Divorced,15333,6,Yes,23,1,2,1,30,2,1,11,7,6,15,Yes
53,Non-Travel,Sales,14,2,Marketing,1,Female,3,Laboratory Technician,4,Single,7651,0,Yes,15,1,1,2,25,5,4,12,12,9,17,No
20,Rarely,Human Resources,1,2,Marketing,3,Male,3,Human Resources,4,Divorced,5861,9,Yes,17,1,2,2,2,5,3,28,6,7,9,No
42,Frequently,Sales,16,4,Technical Degree,3,Female,1,Research Scientist,2,Married,4756,1,No,20,2,4,1,37,2,4,8,10,3,7,Yes
43,Rarely,Sales,25,3,Life Sciences,2,Male,3,Sales Executive,2,Single,10917,7,Yes,14,2,3,0,6,3,2,17,17,14,3,Yes
52,Rarely,Sales,17,1,Life Sciences,4,Female,5,Human Resources,2,Single,18596,7,No,14,2,2,2,13,1,1,23,10,9,14,Yes
41,Frequently,Human Resources,1,2,Marketing,4,Female,4,Sales Executive,4,Single,16128,9,Yes,12,4,1,0,25,5,4,24,10,8,14,No
52,Non-Travel,Human Resources,2,3,Technical Degree,3,Male,4,Human Resources,2,Divorced,19302,0,Yes,22,3,1,1,34,0,2,22,10,1,9,No
43,Non-Travel,Human Resources,1,1,Life Sciences,1,Female,5,Sales Executive,3,Single,17829,9,Yes,19,4,1,2,9,5,3,29,12,4,7,Yes
18,Rarely,Sales,15,3,Other,3,Male,2,Manager,1,Single,12005,9,Yes,11,4,4,0,4,0,4,14,12,0,6,No
26,Frequently,Research & Development,24,1,Life Sciences,2,Male,3,Laboratory Technician,2,Single,7476,4,No,11,4,4,2,10,3,1,20,6,0,14,No
20,Rarely,Human Resources,4,4,Marketing,1,Female,1,Laboratory Technician,4,Single,15619,3,No,21,3,2,0,20,2,4,16,2,10,9,No
25,Rarely,Sales,4,3,Technical Degree,3,Male,2,Laboratory Technician,4,Single,17746,5,No,11,3,2,2,1,4,2,34,11,10,2,Yes
57,Frequently,Sales,20,3,Life Sciences,2,Female,2,Laboratory Technician,1,Divorced,8894,9,Yes,15,4,3,1,31,2,4,34,5,8,8,No
56,Frequently,Research & Development,18,3,Medical,3,Female,3,Human Resources,4,Divorced,12250,1,Yes,18,2,4,2,14,3,4,29,1,10,14,No
50,Frequently,Sales,24,1,Medical,2,Female,2,Laboratory Technician,4,Married,6362,1,No,14,3,1,0,23,2,3,33,15,10,6,No
35,Frequently,Sales,8,4,Other,4,Female,3,Research Scientist,4,Single,5415,5,Yes,16,2,4,2,24,3,2,30,19,9,19,No
24,Frequently,Sales,29,1,Life Sciences,2,Male,1,Manager,1,Single,16752,5,Yes,23,4,1,1,15,4,1,4,16,4,2,No
27,Non-Travel,Human Resources,11,2,Medical,4,Female,3,Sales Executive,1,Married,17925,8,No,18,1,1,1,6,1,2,8,17,2,17,No
23,Non-Travel,Human Resources,17,2,Technical Degree,4,Male,5,Research Scientist,4,Married,15096,8,Yes,23,4,1,1,6,5,1,4,16,14,17,Yes
27,Frequently,Sales,23,4,Life Sciences,4,Female,4,Laboratory Technician,3,Single,10613,0,Yes,19,1,3,2,31,1,1,26,17,14,13,No
42,Frequently,Sales,16,1,Life Sciences,1,Female,5,Human Resources,2,Single,2868,5,Yes,20,2,2,0,27,2,3,11,7,5,4,No
56,Rarely,Human Resources,11,1,Technical Degree,4,Female,2,Human Resources,3,Single,3317,3,No,24,1,3,1,28,0,4,20,12,5,11,Yes
53,Non-Travel,Human Resources,15,2,Medical,2,Male,2,Laboratory Technician,4,Married,17709,0,Yes,17,3,2,1,13,3,1,28,13,10,6,Yes
20,Non-Travel,Sales,27,3,Other,1,Male,4,Sales Executive,4,Divorced,16903,6,No,13,2,2,2,19,3,1,12,10,7,0,No
23,Frequently,Human Resources,14,2,Marketing,4,Male,1,Research Scientist,2,Divorced,12370,7,No,14,2,4,0,30,1,1,28,2,8,1,Yes
30,Non-Travel,Sales,23,4,Medical,1,Female,1,Sales Executive,2,Single,15571,1,No,16,2,2,1,3,0,1,5,2,8,11,No
29,Non-Travel,Research & Development,29,2,Technical Degree,3,Female,4,Manager,3,Married,1933,1,No,15,3,2,2,20,1,3,18,13,11,15,Yes
35,Rarely,Sales,13,2,Life Sciences,1,Male,3,Research Scientist,4,Single,5691,6,No,13,3,3,0,13,2,2,23,14,7,10,Yes
54,Non-Travel,Sales,5,4,Medical,4,Male,1,Manager,4,Divorced,13648,7,Yes,13,4,2,0,39,0,3,21,14,14,8,No
57,Rarely,Human Resources,17,4,Medical,2,Male,1,Human Resources,3,Single,14289,9,Yes,22,2,4,0,39,4,1,0,8,2,10,No
48,Frequently,Research & Development,18,1,Life Sciences,4,Female,2,Research Scientist,2,Divorced,18523,3,Yes,23,1,2,2,21,2,1,34,10,12,9,No
39,Rarely,Research & Development,29,1,Other,1,Male,3,Manager,2,Married,16133,1,Yes,22,1,4,1,18,5,2,16,11,3,10,No
19,Frequently,Research & Development,18,4,Life Sciences,2,Female,5,Research Scientist,4,Married,19330,9,No,10,1,2,0,25,0,1,25,4,9,18,No
36,Rarely,Human Resources,19,4,Other,1,Male,4,Human Resources,4,Divorced,5670,2,Yes,17,3,2,1,25,3,1,8,12,14,2,No
54,Rarely,Research & Development,23,4,Life Sciences,4,Male,5,Human Resources,2,Married,1371,4,No,23,1,2,1,16,1,2,15,5,14,18,No
29,Rarely,Sales,25,2,Technical Degree,4,Male,2,Research Scientist,2,Single,1723,8,No,21,1,2,0,18,0,4,15,1,1,5,No
25,Rarely,Research & Development,25,1,Medical,1,Male,1,Research Scientist,1,Single,15497,1,No,11,4,2,0,3,3,4,33,3,13,6,No
49,Frequently,Sales,24,1,Marketing,2,Male,5,Research Scientist,3,Married,14565,8,Yes,14,3,4,0,29,5,2,8,17,10,8,No
59,Non-Travel,Sales,1,2,Other,1,Female,5,Research Scientist,2,Divorced,2374,5,No,20,4,1,1,23,2,4,31,19,14,16,Yes
42,Non-Travel,Sales,5,3,Life Sciences,4,Female,5,Sales Executive,4,Single,1458,5,Yes,13,3,3,2,24,2,2,23,15,10,16,No
54,Non-Travel,Sales,6,1,Other,1,Male,1,Research Scientist,4,Married,14944,7,Yes,17,3,3,2,17,5,2,23,5,4,4,No
31,Frequently,Research & Development,17,3,Life Sciences,4,Female,4,Human Resources,4,Married,1209,2,Yes,15,3,2,0,27,3,1,19,3,14,14,Yes
40,Frequently,Human Resources,20,1,Technical Degree,4,Female,3,Human Resources,2,Single,15609,6,No,14,2,3,2,15,1,2,27,2,0,7,No
54,Non-Travel,Sales,22,1,Marketing,1,Female,5,Human Resources,4,Divorced,12251,8,No,14,1,1,0,36,3,4,4,11,1,10,No
46,Rarely,Human Resources,3,3,Other,4,Male,5,Laboratory Technician,3,Single,6852,3,Yes,12,2,1,1,30,4,2,21,3,4,12,No
26,Rarely,Human Resources,23,2,Life Sciences,1,Male,1,Human Resources,2,Divorced,1666,6,Yes,19,3,1,1,25,2,3,6,4,1,8,No
51,Non-Travel,Sales,3,3,Technical Degree,2,Male,3,Manager,3,Single,8711,8,Yes,14,3,4,1,25,5,3,1,15,13,17,No
52,Rarely,Sales,21,3,Marketing,2,Female,4,Human Resources,4,Single,3481,9,No,14,2,4,0,12,3,2,21,4,4,10,No
31,Rarely,Sales,21,2,Medical,4,Female,5,Laboratory Technician,3,Single,3394,9,No,14,2,2,1,38,0,3,27,7,8,2,Yes
57,Rarely,Human Resources,27,2,Medical,1,Female,1,Laboratory Technician,2,Divorced,9530,6,Yes,24,4,2,1,2,5,3,10,5,8,3,Yes
43,Rarely,Research & Development,29,2,Medical,4,Female,1,Manager,4,Divorced,15618,5,No,10,2,1,0,19,0,4,2,17,11,12,No
27,Frequently,Human Resources,13,2,Life Sciences,1,Male,4,Research Scientist,3,Married,8159,5,Yes,19,2,4,2,34,2,4,7,9,3,19,Yes
39,Rarely,Sales,27,2,Other,3,Male,3,Human Resources,1,Divorced,11633,1,Yes,22,1,4,0,12,4,2,23,11,9,16,No
46,Rarely,Research & Development,8,3,Other,3,Male,1,Human Resources,1,Single,19371,8,No,16,3,3,2,12,1,2,3,2,2,14,No
36,Rarely,Human Resources,2,3,Life Sciences,1,Female,4,Laboratory Technician,1,Divorced,1533,0,Yes,15,4,3,2,30,1,3,19,15,13,15,No
33,Frequently,Sales,17,4,Medical,2,Male,1,Human Resources,4,Single,6322,7,Yes,14,2,4,1,12,1,3,0,11,8,5,No
38,Frequently,Sales,22,3,Life Sciences,2,Female,1,Manager,2,Single,6367,7,No,24,3,3,1,35,3,3,26,6,13,15,No
38,Non-Travel,Human Resources,14,1,Other,1,Female,4,Sales Executive,2,Single,6146,5,Yes,17,1,2,1,31,1,2,19,0,1,14,No
34,Non-Travel,Research & Development,1,3,Other,3,Male,4,Sales Executive,1,Divorced,17651,2,Yes,21,3,4,1,3,0,3,10,0,9,11,No
39,Frequently,Sales,17,4,Marketing,4,Female,1,Sales Executive,2,Divorced,1663,7,Yes,24,1,1,0,39,5,1,7,9,0,5,No
30,Non-Travel,Sales,11,1,Marketing,1,Female,5,Research Scientist,1,Single,8902,1,No,11,3,1,1,14,1,2,25,14,13,13,No
54,Rarely,Human Resources,25,3,Other,1,Male,1,Human Resources,3,Divorced,10560,5,Yes,19,2,4,2,36,3,3,24,3,8,4,No
43,Rarely,Human Resources,3,1,Technical Degree,2,Female,1,Human Resources,1,Divorced,17568,1,No,11,3,3,1,35,2,1,25,11,6,6,No
59,Non-Travel,Research & Development,14,4,Technical Degree,2,Female,2,Manager,4,Married,15393,7,Yes,18,4,4,0,28,3,1,5,12,0,6,No
42,Rarely,Sales,24,1,Technical Degree,2,Male,5,Research Scientist,1,Divorced,3365,3,No,24,3,4,1,28,4,4,28,9,2,1,No
29,Rarely,Research & Development,24,1,Medical,4,Female,1,Laboratory Technician,4,Married,1510,4,No,15,4,3,1,6,5,1,30,9,11,1,No
20,Rarely,Human Resources,11,3,Life Sciences,4,Female,5,Manager,2,Married,13333,0,No,16,4,4,1,39,1,2,21,14,11,2,No
46,Frequently,Human Resources,20,4,Medical,2,Male,1,Manager,1,Married,2130,1,Yes,16,1,4,0,13,2,2,32,5,11,18,No
44,Non-Travel,Research & Development,3,2,Medical,2,Female,3,Manager,3,Single,4684,6,Yes,22,2,3,0,0,2,4,14,3,11,4,No
45,Rarely,Research & Development,17,4,Life Sciences,3,Male,3,Laboratory Technician,1,Married,7359,8,No,16,1,2,2,12,4,1,31,7,6,2,No
24,Non-Travel,Sales,11,3,Marketing,4,Male,1,Research Scientist,1,Single,3366,9,Yes,14,3,3,2,25,2,4,21,16,10,3,No
58,Rarely,Research & Development,3,1,Other,2,Female,5,Manager,2,Married,15225,8,No,14,2,2,2,10,5,4,27,2,3,11,Yes
39,Frequently,Human Resources,26,1,Technical Degree,3,Female,1,Manager,3,Single,7364,3,Yes,17,2,4,1,7,4,4,2,9,14,11,Yes
54,Non-Travel,Sales,2,1,Medical,1,Female,5,Laboratory Technician,4,Single,14012,9,No,14,2,1,2,30,0,3,21,17,12,0,Yes
49,Frequently,Human Resources,11,3,Marketing,3,Male,1,Sales Executive,1,Married,17950,9,Yes,17,3,4,1,18,2,1,24,17,14,9,No
51,Rarely,Research & Development,16,3,Life Sciences,1,Male,3,Research Scientist,2,Divorced,15088,9,Yes,10,1,3,2,8,1,3,27,4,0,10,No
40,Non-Travel,Human Resources,2,4,Technical Degree,2,Male,3,Human Resources,4,Married,9437,1,Yes,16,4,1,0,17,1,3,25,13,2,7,No
59,Rarely,Sales,12,3,Medical,4,Male,2,Human Resources,3,Married,18167,1,No,17,1,4,2,22,3,2,14,0,0,12,Yes
56,Non-Travel,Research & Development,15,2,Technical Degree,1,Female,5,Human Resources,1,Divorced,16882,7,Yes,22,2,1,1,12,5,4,9,19,0,5,No
38,Frequently,Sales,22,2,Medical,1,Female,2,Sales Executive,2,Single,6161,8,No,18,2,1,2,35,0,1,19,16,2,8,No
25,Non-Travel,Human Resources,1,3,Life Sciences,2,Male,5,Manager,3,Married,10510,0,Yes,24,1,1,1,26,5,3,12,4,13,3,No
46,Frequently,Human Resources,8,3,Other,4,Male,5,Manager,3,Married,3410,5,No,11,3,2,2,2,5,4,22,4,3,8,No
33,Frequently,Research & Development,17,2,Marketing,1,Female,3,Research Scientist,3,Single,5787,1,No,12,3,1,1,28,2,4,22,13,5,5,No
23,Non-Travel,Sales,24,3,Medical,1,Female,1,Human Resources,2,Single,8310,7,No,20,4,1,2,26,3,3,13,12,3,19,No
37,Non-Travel,Research & Development,11,1,Medical,4,Female,1,Sales Executive,3,Divorced,5965,4,Yes,24,4,1,2,16,0,2,25,2,2,4,No
36,Frequently,Sales,19,4,Marketing,1,Male,1,Manager,4,Married,8025,1,Yes,11,4,2,2,2,2,3,26,6,4,18,No
52,Frequently,Sales,24,3,Medical,1,Female,4,Manager,2,Married,7966,4,Yes,22,3,2,0,21,2,4,10,11,4,1,No
19,Non-Travel,Research & Development,28,4,Technical Degree,4,Female,1,Manager,4,Married,11384,2,No,19,1,4,0,19,1,3,4,18,8,5,No
40,Non-Travel,Human Resources,8,2,Other,3,Male,1,Human Resources,4,Single,9753,2,No,11,3,1,2,16,3,1,28,1,13,13,No
32,Rarely,Research & Development,8,3,Technical Degree,1,Male,3,Sales Executive,2,Married,6537,6,Yes,11,3,2,0,33,4,2,16,15,5,15,No
46,Frequently,Human Resources,15,4,Marketing,2,Female,2,Laboratory Technician,3,Married,11872,1,No,19,2,1,1,25,5,3,19,17,14,3,No
57,Rarely,Sales,25,4,Marketing,1,Male,1,Manager,4,Married,3802,1,No,14,3,3,1,21,2,4,15,5,5,12,No
47,Rarely,Human Resources,2,4,Life Sciences,2,Female,4,Research Scientist,4,Married,17311,1,No,15,1,4,1,37,4,2,14,7,3,10,No
42,Non-Travel,Sales,25,2,Other,1,Male,3,Research Scientist,1,Divorced,1442,6,No,19,1,4,1,34,3,1,3,18,5,18,Yes
39,Non-Travel,Human Resources,29,1,Life Sciences,4,Male,1,Laboratory Technician,3,Married,11426,7,Yes,21,3,3,1,39,3,2,15,9,13,17,Yes
32,Frequently,Sales,19,3,Medical,1,Male,4,Human Resources,4,Single,5318,4,No,15,3,4,1,31,4,2,25,5,9,0,No
50,Non-Travel,Research & Development,12,1,Marketing,4,Male,3,Laboratory Technician,2,Married,2002,1,No,20,3,1,2,16,5,2,27,7,3,13,No
24,Rarely,Research & Development,13,1,Technical Degree,1,Female,5,Human Resources,2,Married,4118,2,Yes,14,2,3,1,39,4,3,22,11,2,15,Yes
27,Rarely,Research & Development,20,4,Marketing,3,Male,1,Manager,4,Divorced,5758,4,Yes,21,2,3,1,2,4,4,29,13,2,15,No
57,Frequently,Research & Development,19,1,Other,1,Female,3,Human Resources,3,Married,12490,7,Yes,19,4,1,1,22,3,4,26,12,9,14,No
36,Non-Travel,Sales,4,2,Other,3,Male,5,Laboratory Technician,3,Single,11473,1,No,11,4,3,2,10,4,4,23,19,8,14,No
58,Frequently,Sales,21,3,Medical,1,Female,4,Manager,1,Divorced,17312,1,No,12,3,2,1,23,3,3,26,16,13,13,No
53,Rarely,Research & Development,18,4,Medical,4,Female,1,Human Resources,2,Married,6000,3,Yes,12,1,4,0,12,5,3,15,10,3,10,No
48,Rarely,Human Resources,7,4,Technical Degree,4,Female,2,Manager,4,Divorced,10231,6,Yes,16,1,2,0,31,1,2,28,18,14,4,Yes
49,Rarely,Research & Development,5,4,Medical,1,Female,2,Sales Executive,4,Married,18758,9,No,18,1,4,2,12,0,3,27,9,12,13,No
57,Non-Travel,Sales,7,2,Other,1,Female,1,Human Resources,4,Divorced,11531,4,No,22,3,2,0,26,2,4,13,8,8,19,No
18,Frequently,Sales,1,1,Other,2,Female,2,Manager,1,Single,3478,7,No,24,1,4,0,23,2,3,11,2,12,12,No
41,Frequently,Human Resources,27,2,Life Sciences,1,Male,4,Manager,2,Single,18211,6,Yes,12,2,2,0,12,5,3,7,10,6,1,Yes
57,Rarely,Research & Development,7,1,Life Sciences,3,Male,4,Sales Executive,3,Divorced,3821,2,No,11,4,3,0,17,5,4,9,2,8,6,Yes
20,Frequently,Sales,4,2,Medical,1,Female,5,Human Resources,3,Married,5721,1,Yes,21,2,2,2,16,2,2,3,2,5,12,No
24,Non-Travel,Sales,12,2,Medical,1,Male,2,Human Resources,1,Married,7543,4,Yes,22,4,4,0,16,3,2,19,17,8,7,No
